"Geneid","Length","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000120860.10_4",2593,568,624,371,284
"ENSG00000075188.8_3",3492,517,526,192,178
"ENSG00000185480.11_4",4745,464,471,156,149
"ENSG00000281344.1_3",205012,186,181,71,59
"ENSG00000171759.9_3",7731,6135,6517,6637,6430
"ENSG00000257681.1_5",1063,5,6,8,9
"ENSG00000111696.11_4",8722,432,436,472,429
"ENSG00000257327.1_5",674,3,2,8,2
"ENSG00000214198.8_3",6495,16,9,6,8
"ENSG00000166598.14_3",4695,37017,43350,39997,37329
"ENSG00000204954.9_3",3096,214,246,191,167
"ENSG00000139372.14_4",4903,481,592,497,462
"ENSG00000216285.5_5",765,18,13,12,8
"ENSG00000111727.11_3",6773,179,184,189,158
"ENSG00000120837.7_4",4956,656,743,489,416
"ENSG00000198431.15_3",6708,2584,2841,1569,1446
"ENSG00000213442.5_4",528,36,60,55,66
"ENSG00000171310.10_4",6492,7,11,4,5
"ENSG00000136052.9_3",5151,326,250,417,445
"ENSG00000151131.10_4",25887,433,442,440,415
"ENSG00000136010.13_3",8507,91,127,427,362
"ENSG00000136051.14_3",7698,1289,1344,1167,1044
"ENSG00000136044.11_3",5124,626,642,586,537
"ENSG00000235162.8_3",2693,293,312,357,340
"ENSG00000257773.1_4",1110,18,10,14,10
"ENSG00000074590.13_3",7008,237,218,125,95
"ENSG00000136026.13_4",3638,5178,5328,6672,6870
"ENSG00000277715.1_5",2028,7,7,8,8
"ENSG00000166046.10_4",6558,239,250,182,169
"ENSG00000013503.9_2",4858,665,746,577,530
"ENSG00000111785.19_4",7795,302,352,270,218
"ENSG00000260329.1_5",1469,8,8,12,13
"ENSG00000151135.9_2",4768,2057,2249,2361,2194
"ENSG00000120832.9_5",3626,232,291,307,338
"ENSG00000008405.11_3",5062,460,477,321,278
"ENSG00000151136.14_3",7924,358,364,209,214
"ENSG00000136045.11_2",2876,1340,1396,914,857
"ENSG00000110851.11_4",4777,780,856,680,667
"ENSG00000198855.6_2",4267,121,117,185,173
"ENSG00000075856.11_4",7270,1905,2254,1032,928
"ENSG00000136003.15_2",4439,1224,1342,1225,1179
"ENSG00000110876.9_2",2494,6,2,0,1
"ENSG00000110880.10_3",6532,3593,3891,1038,905
"ENSG00000084112.14_3",14537,661,724,517,531
"ENSG00000110887.7_3",3883,19,24,24,27
"ENSG00000135093.12_4",5135,394,412,457,487
"ENSG00000256262.1_5",656,0,5,8,8
"ENSG00000189046.10_2",2290,294,381,216,219
"ENSG00000076248.10_3",2567,1358,1474,445,418
"ENSG00000256139.2_6",910,13,13,10,6
"ENSG00000076555.15_3",14505,594,758,699,634
"ENSG00000139445.17_2",3471,7,4,1,1
"ENSG00000110906.12_2",9865,926,885,799,732
"ENSG00000151148.13_4",12453,904,973,908,817
"ENSG00000139428.11_2",6290,401,532,425,406
"ENSG00000110921.13_5",6480,341,479,655,594
"ENSG00000139438.5_3",3722,587,557,528,513
"ENSG00000255650.5_5",1068,15,17,16,11
"ENSG00000111199.10_2",3759,173,176,145,130
"ENSG00000139433.9_3",2696,603,599,518,539
"ENSG00000139437.17_3",9054,651,711,388,344
"ENSG00000139436.20_4",13542,1550,1476,1559,1527
"ENSG00000280426.1_5",1709,4,3,5,2
"ENSG00000076513.16_3",7350,896,1131,1952,1675
"ENSG00000174456.13_3",7052,109,184,468,429
"ENSG00000277595.1_6",559,4,5,11,8
"ENSG00000122970.15_2",7005,417,476,252,217
"ENSG00000174437.16_2",13745,7874,8194,5026,4934
"ENSG00000196510.12_5",6009,925,1078,679,601
"ENSG00000258210.1_6",946,1,2,0,5
"ENSG00000258011.2_4",324,5,9,5,11
"ENSG00000111229.15_4",3025,1037,1086,931,790
"ENSG00000111231.8_2",2595,245,296,145,122
"ENSG00000204856.11_2",2753,221,279,121,122
"ENSG00000111237.18_3",3211,1300,1644,1117,932
"ENSG00000196850.5_2",5687,906,886,270,249
"ENSG00000204852.15_4",9605,312,348,312,356
"ENSG00000122986.13_4",3688,26,24,19,19
"ENSG00000186298.11_3",6906,6423,6609,4986,4910
"ENSG00000198324.13_6",3361,530,798,691,684
"ENSG00000111252.10_2",5682,510,583,470,417
"ENSG00000204842.15_6",16504,2766,2866,2297,2373
"ENSG00000258099.1_5",485,6,7,10,3
"ENSG00000089234.15_3",4686,798,770,584,495
"ENSG00000258359.1_4",511,12,9,9,1
"ENSG00000111271.14_5",8931,331,389,396,352
"ENSG00000111275.12_3",9720,856,946,921,836
"ENSG00000234608.7_5",2290,70,57,37,42
"ENSG00000089022.13_2",14006,807,888,634,573
"ENSG00000198270.12_5",7989,141,160,117,127
"ENSG00000089248.6_3",3083,4392,4808,4404,4079
"ENSG00000274227.1_5",627,15,8,4,12
"ENSG00000111300.9_3",10128,1324,1464,1013,946
"ENSG00000135148.11_4",3940,502,530,405,360
"ENSG00000173064.12_5",21572,1485,1643,1764,1564
"ENSG00000089009.15_2",4447,10067,12834,8593,7744
"ENSG00000179295.17_3",7023,4391,4835,3171,3016
"ENSG00000089127.12_3",4947,256,222,213,192
"ENSG00000111331.12_2",8251,1043,1070,757,682
"ENSG00000111335.12_2",6264,20,16,51,58
"ENSG00000123064.12_3",5064,1950,2316,1258,1119
"ENSG00000139405.15_3",2309,262,386,448,354
"ENSG00000166578.9_2",2460,18,22,18,10
"ENSG00000186815.12_3",8728,905,1086,1317,1202
"ENSG00000089060.11_2",6768,174,191,225,218
"ENSG00000151176.7_2",5260,9353,7817,12291,14985
"ENSG00000139410.14_4",2216,44,64,45,37
"ENSG00000249550.6_4",4484,136,175,173,149
"ENSG00000122965.10_3",5912,1264,1544,844,769
"ENSG00000135111.15_4",5950,3964,3779,2173,2197
"ENSG00000257817.1_5",1330,6,2,5,2
"ENSG00000257683.1_5",497,4,6,0,1
"ENSG00000123066.8_4",37364,1930,2109,2174,1934
"ENSG00000258102.3_3",1767,10,1,2,3
"ENSG00000257883.1_5",876,4,6,2,2
"ENSG00000111412.5_2",8664,1635,1568,972,954
"ENSG00000135119.14_3",6487,103,104,59,56
"ENSG00000135116.9_3",6853,9,8,6,5
"ENSG00000174989.12_5",5169,348,371,628,642
"ENSG00000257279.1_5",4196,5,2,4,5
"ENSG00000277840.1_6",690,4,3,5,2
"ENSG00000088992.17_2",1926,809,834,454,425
"ENSG00000135108.14_3",6949,756,802,561,499
"ENSG00000171435.13_2",18294,3,7,3,3
"ENSG00000111445.13_2",3249,726,915,271,219
"ENSG00000176871.8_3",4616,832,944,1010,883
"ENSG00000176834.13_3",8350,437,511,434,332
"ENSG00000089220.4_2",1780,10829,12825,13165,11403
"ENSG00000135090.13_3",10570,1057,1050,1240,1199
"ENSG00000240342.3_4",879,237,277,266,239
"ENSG00000111707.11_2",5731,1369,1510,1156,1086
"ENSG00000275759.1_5",590,8,5,5,4
"ENSG00000152137.6_3",2860,77,68,88,84
"ENSG00000213144.2_5",545,3,10,3,5
"ENSG00000111725.10_3",6246,694,787,699,619
"ENSG00000122966.15_5",13230,1227,1389,304,300
"ENSG00000135127.11_5",5484,172,178,181,141
"ENSG00000111737.11_2",4022,733,989,566,492
"ENSG00000277283.1_5",2094,168,163,135,126
"ENSG00000089154.10_2",9654,3994,4783,3067,2974
"ENSG00000089157.15_3",4001,11244,15260,15102,12890
"ENSG00000255857.5_5",2380,28,56,58,61
"ENSG00000089159.16_4",7460,2150,2315,1613,1689
"ENSG00000123009.4_2",414,5,11,5,6
"ENSG00000089163.4_2",1222,14,15,18,20
"ENSG00000170890.13_2",638,15,8,23,33
"ENSG00000135097.6_2",3090,30,31,62,51
"ENSG00000111775.2_3",1344,339,370,291,257
"ENSG00000170855.3_2",1442,716,747,671,608
"ENSG00000257218.5_3",4422,853,949,913,885
"ENSG00000111786.8_2",3744,1402,1640,617,499
"ENSG00000088986.10_3",2957,3564,3893,2081,2015
"ENSG00000248008.2_5",1901,138,143,85,85
"ENSG00000110871.14_3",2523,264,321,199,185
"ENSG00000022840.15_4",5911,1540,2021,1631,1531
"ENSG00000167272.10_2",2173,249,249,199,188
"ENSG00000110917.7_2",6723,6220,7287,5281,4759
"ENSG00000277423.1_5",416,6,6,1,7
"ENSG00000175970.10_3",5195,671,778,537,513
"ENSG00000122971.8_2",2648,85,128,213,168
"ENSG00000157837.15_3",6672,557,596,649,642
"ENSG00000231313.2_4",724,11,3,2,5
"ENSG00000241388.5_3",4671,232,265,591,609
"ENSG00000135100.17_2",5028,1267,1510,1509,1421
"ENSG00000157895.11_5",6140,288,284,139,117
"ENSG00000135114.12_2",3517,5,3,3,10
"ENSG00000089041.16_3",5546,3,4,30,24
"ENSG00000135124.14_3",8159,224,302,411,352
"ENSG00000110931.18_5",6931,939,1084,1204,1159
"ENSG00000089053.12_2",12304,1788,2126,2185,1969
"ENSG00000170633.16_4",4719,925,978,485,509
"ENSG00000089094.18_3",13623,1080,1572,760,758
"ENSG00000256742.1_5",544,16,17,7,6
"ENSG00000276045.3_4",2262,340,385,327,379
"ENSG00000139714.12_2",3856,37,45,58,54
"ENSG00000188735.12_2",8449,397,497,497,459
"ENSG00000139725.7_3",6181,427,546,393,361
"ENSG00000212694.8_5",4132,126,236,192,163
"ENSG00000274292.1_6",2607,14,16,4,9
"ENSG00000139718.10_3",8314,1025,1337,1035,923
"ENSG00000158104.11_2",2223,3638,3993,3173,3167
"ENSG00000110801.13_4",8774,52,64,52,52
"ENSG00000158023.9_3",16115,33,34,41,35
"ENSG00000255856.2_5",1143,9,5,16,17
"ENSG00000110987.8_2",6565,201,286,471,421
"ENSG00000256546.1_3",1831,16,16,31,18
"ENSG00000175727.9",13905,2076,2182,1587,1706
"ENSG00000176383.8_3",4690,4,9,0,2
"ENSG00000184047.17_4",6774,26,26,38,50
"ENSG00000139719.10_5",7493,377,427,341,302
"ENSG00000130779.20_5",18559,2309,2404,1198,1222
"ENSG00000033030.13_3",9124,743,919,825,787
"ENSG00000111011.17_2",8741,3436,3660,2451,2355
"ENSG00000184445.11_3",11325,1562,2037,501,464
"ENSG00000182782.7_2",2051,8,8,11,14
"ENSG00000255398.2_4",2137,13,39,33,61
"ENSG00000196917.5_4",4768,161,229,87,67
"ENSG00000139726.10_2",3576,2468,2685,1447,1337
"ENSG00000130783.13_4",4479,1,9,7,2
"ENSG00000130787.13_2",7102,399,523,456,389
"ENSG00000139722.6_5",5953,326,396,235,254
"ENSG00000280138.1_6",18662,46,42,50,27
"ENSG00000150967.17_6",13291,92,132,95,84
"ENSG00000111325.16_5",4608,29,31,16,16
"ENSG00000182196.13_5",2781,5,16,15,5
"ENSG00000090975.12_3",9161,750,962,701,648
"ENSG00000051825.14_5",10304,1184,1316,663,589
"ENSG00000280120.1_6",1054,23,22,16,9
"ENSG00000130921.7_3",7090,234,226,121,100
"ENSG00000235423.8_6",1756,51,70,37,33
"ENSG00000111328.6_5",3117,613,692,574,508
"ENSG00000139697.13_1",11124,2387,2766,1522,1411
"ENSG00000256092.2_5",2246,17,10,16,10
"ENSG00000183955.12_4",4579,683,776,712,663
"ENSG00000150977.10_2",6141,338,442,276,260
"ENSG00000184209.14_3",5140,325,356,275,251
"ENSG00000188026.12_4",8670,374,420,441,399
"ENSG00000274427.1_6",239,14,10,12,15
"ENSG00000278112.1_6",467,10,17,15,12
"ENSG00000247373.3_6",8279,47,50,102,96
"ENSG00000086598.10_2",3830,5705,6673,7200,6152
"ENSG00000111364.15_2",5714,832,952,731,675
"ENSG00000206897.1",133,3,5,4,1
"ENSG00000111361.12_2",3627,872,913,646,594
"ENSG00000111358.13_3",3996,639,695,509,439
"ENSG00000279953.1_6",1418,9,5,4,1
"ENSG00000278861.1_6",601,29,29,15,17
"ENSG00000168778.11_2",5106,286,283,200,184
"ENSG00000185344.13_2",13729,554,578,650,559
"ENSG00000197653.15_4",16720,2,2,4,7
"ENSG00000119242.8_3",8223,991,898,1104,1229
"ENSG00000250091.3_4",6003,5,6,4,2
"ENSG00000270130.1_6",528,4,3,8,14
"ENSG00000270048.1_6",263,11,13,17,9
"ENSG00000269997.1_6",553,5,11,20,12
"ENSG00000269938.1_6",557,45,48,54,52
"ENSG00000270061.1_6",355,7,9,12,8
"ENSG00000179195.15_3",6340,3916,4168,3400,3151
"ENSG00000275389.1_6",2830,2,0,5,0
"ENSG00000196498.13_5",13975,3164,3798,2560,2852
"ENSG00000073060.15_3",7741,3909,5333,4813,4326
"ENSG00000150991.14_5",3898,4008,4818,3981,3455
"ENSG00000150990.7_2",6618,718,903,406,355
"ENSG00000184992.10_2",6648,1336,1495,919,831
"ENSG00000081760.16_3",16094,560,622,414,344
"ENSG00000279233.1_6",3467,27,32,33,37
"ENSG00000249267.6_4",6471,0,8,11,10
"ENSG00000239776.2",57,76,162,210,155
"ENSG00000139370.11_3",5496,277,318,357,325
"ENSG00000279500.1_6",1565,12,10,19,15
"ENSG00000249196.6_5",2271,1,0,5,4
"ENSG00000111450.13_3",3723,542,595,253,244
"ENSG00000256299.1_6",317,12,29,14,12
"ENSG00000132341.11_2",4825,6369,7054,3216,3215
"ENSG00000111452.12_4",14718,60,134,303,253
"ENSG00000061936.9_3",10157,1942,2131,1552,1479
"ENSG00000198598.6_2",4003,13,13,21,14
"ENSG00000256955.2_5",770,2,0,5,2
"ENSG00000177169.9_3",7608,623,854,1048,1007
"ENSG00000279283.1_6",1740,6,11,9,12
"ENSG00000255992.1_5",426,4,2,9,5
"ENSG00000177192.13_4",5732,325,394,263,229
"ENSG00000273568.1_6",287,18,31,12,11
"ENSG00000183495.13_2",18705,3075,3433,2453,2298
"ENSG00000185684.14_5",12817,639,737,642,629
"ENSG00000185163.9_2",6365,194,250,181,146
"ENSG00000184967.6_2",2029,350,411,310,315
"ENSG00000277011.1_5",1793,15,19,2,10
"ENSG00000274373.1_5",705,7,6,11,14
"ENSG00000112787.13_5",9378,968,1463,1489,1520
"ENSG00000280287.1_6",4219,33,38,36,23
"ENSG00000279700.1_6",1355,26,28,25,43
"ENSG00000177084.16_4",16609,1670,2231,846,732
"ENSG00000176894.9_3",1408,55,59,63,46
"ENSG00000247077.6_3",3952,729,871,489,476
"ENSG00000176915.14_2",17517,892,1072,743,622
"ENSG00000090615.14_4",10549,1461,1815,1421,1178
"ENSG00000072609.17_4",17127,494,620,769,654
"ENSG00000232888.4_4",484,10,17,18,15
"ENSG00000278949.1_6",2104,5,7,11,6
"ENSG00000236617.2_5",555,4,5,1,4
"ENSG00000196458.10_3",10824,707,751,644,577
"ENSG00000198393.7_2",20863,249,240,314,261
"ENSG00000198040.10_3",9520,862,992,778,690
"ENSG00000196387.9_2",5374,172,166,184,173
"ENSG00000214029.4_3",15455,306,324,333,247
"ENSG00000256223.5_4",5541,166,193,312,267
"ENSG00000090612.20_4",14095,485,556,512,405
"ENSG00000206192.7_4",2978,5,7,6,5
"ENSG00000227879.2_4",665,10,3,8,5
"ENSG00000232894.1_4",518,6,0,0,2
"ENSG00000238132.2_4",1312,9,13,6,9
"ENSG00000196199.13_2",4905,1883,2032,1293,1081
"ENSG00000121390.18_3",4817,1957,2217,1080,949
"ENSG00000132950.18_3",3713,234,275,201,237
"ENSG00000121741.16_4",13617,1930,2128,1804,1631
"ENSG00000121743.3_2",5211,5,10,1,2
"ENSG00000165474.6_3",2546,4,5,17,14
"ENSG00000165475.14_3",4327,327,411,566,565
"ENSG00000277020.4_5",787,8,6,4,6
"ENSG00000032742.17_5",6111,435,476,296,277
"ENSG00000238286.1_4",864,3,3,9,6
"ENSG00000278291.1_5",4412,70,83,71,67
"ENSG00000172458.4_3",3327,12,18,40,27
"ENSG00000150456.10_3",1339,131,122,39,47
"ENSG00000132953.16_3",10500,1186,1288,795,715
"ENSG00000213621.3_4",886,5,8,3,5
"ENSG00000150457.8_2",5578,718,747,748,697
"ENSG00000150459.12_5",3396,2456,2647,1470,1468
"ENSG00000165480.15_2",3048,864,931,173,173
"ENSG00000173141.4_2",2246,697,739,455,505
"ENSG00000233325.3_4",617,2,7,8,8
"ENSG00000180776.15_5",5574,1689,1698,815,726
"ENSG00000165487.13_2",3645,657,773,523,480
"ENSG00000230022.1_4",634,0,3,2,6
"ENSG00000226525.5_4",603,34,46,49,46
"ENSG00000102678.6_2",4539,8,4,1,1
"ENSG00000232187.1_2",552,31,29,24,19
"ENSG00000151835.15_4",15918,1687,1776,806,749
"ENSG00000232977.6_2",3266,5,1,2,0
"ENSG00000127863.15_4",5113,1973,2120,1330,1090
"ENSG00000027001.9_3",3407,342,398,151,158
"ENSG00000205861.11_4",1200,1,6,4,4
"ENSG00000196593.9_2",2796,2,6,4,0
"ENSG00000182957.15_4",9948,578,701,397,363
"ENSG00000225674.1_4",1750,12,21,11,19
"ENSG00000102699.5_3",6080,2429,2850,2213,1877
"ENSG00000151849.14_2",5812,983,1115,295,271
"ENSG00000151846.8_3",3387,87,131,72,111
"ENSG00000139505.11_2",5779,442,382,297,280
"ENSG00000139496.15_4",10422,1812,1846,1083,972
"ENSG00000132932.16_2",10415,9,11,39,38
"ENSG00000127870.16_3",4621,1584,1580,1228,1062
"ENSG00000132964.11_3",3538,600,607,631,659
"ENSG00000132970.12_4",5162,864,908,860,802
"ENSG00000234031.1_4",790,54,75,38,37
"ENSG00000152484.13_2",5195,1270,1324,950,878
"ENSG00000122026.10_2",2249,3417,4270,3050,2533
"ENSG00000122035.6_2",1624,17,17,7,1
"ENSG00000122034.14_3",3001,1160,1273,888,759
"ENSG00000203602.1",465,6,4,2,4
"ENSG00000122033.14_2",1603,500,597,389,363
"ENSG00000139517.8_3",4692,943,1025,682,634
"ENSG00000186184.17_4",11210,1726,2022,1310,1133
"ENSG00000139515.5_2",2501,7,3,32,22
"ENSG00000180389.7_5",156,6,9,7,6
"ENSG00000165556.9_2",4122,1,0,3,5
"ENSG00000261485.1_5",1351,26,34,42,36
"ENSG00000152520.13_3",6352,679,680,727,594
"ENSG00000232587.1_4",1385,4,4,4,6
"ENSG00000132963.7_2",1428,532,522,435,370
"ENSG00000233588.1_4",1499,12,23,22,30
"ENSG00000139514.12_3",7692,2264,2912,2738,2552
"ENSG00000122042.9_2",4384,484,557,708,627
"ENSG00000102781.13_3",8105,573,516,117,163
"ENSG00000189403.14_3",7723,6707,7174,3295,3035
"ENSG00000132952.11_3",5125,668,788,531,521
"ENSG00000132965.9_2",1715,22,15,6,11
"ENSG00000120694.19_3",8390,4453,4551,2009,2013
"ENSG00000187676.7_3",4566,306,384,399,292
"ENSG00000073910.21_6",18849,631,728,1400,1136
"ENSG00000139618.14_3",12273,967,1218,270,247
"ENSG00000215515.2_4",1449,5,3,0,0
"ENSG00000139597.17_3",6053,292,389,406,344
"ENSG00000244754.8_4",16960,2166,2365,2467,2229
"ENSG00000281026.1_2",4890,92,117,114,106
"ENSG00000083642.18_2",13212,2159,2359,973,840
"ENSG00000277151.1_5",5305,6,4,1,3
"ENSG00000133121.20_4",8388,296,355,277,258
"ENSG00000236581.8_5",4005,9,1,4,6
"ENSG00000230490.2_6",1535,20,19,9,9
"ENSG00000133119.12_4",2874,796,830,233,258
"ENSG00000276672.1_6",4636,108,130,46,36
"ENSG00000280431.1_5",724,5,7,1,0
"ENSG00000172915.18_4",11949,320,356,339,277
"ENSG00000242715.7_4",8837,8,11,7,3
"ENSG00000133104.13_5",6504,860,862,578,608
"ENSG00000120664.10_6",710,6,2,5,7
"ENSG00000133111.3_2",2306,250,286,164,156
"ENSG00000120693.13_4",5723,480,512,205,199
"ENSG00000236711.2_5",504,14,14,4,3
"ENSG00000120697.8_3",2194,297,327,277,204
"ENSG00000120699.12_3",3630,772,833,417,386
"ENSG00000102710.19_5",10933,2185,2019,1809,1768
"ENSG00000180138.7_3",2406,2,5,1,4
"ENSG00000279511.1_5",3752,12,9,7,8
"ENSG00000274317.1_5",4959,126,118,212,179
"ENSG00000120686.11_2",4382,1479,1581,1819,1706
"ENSG00000120685.19_4",7315,3725,3752,2790,2926
"ENSG00000188811.13_3",6409,1001,1147,908,715
"ENSG00000133103.16_2",8051,562,553,468,430
"ENSG00000215483.10_6",18352,40,48,53,44
"ENSG00000150907.7_3",6232,1706,1808,991,991
"ENSG00000229456.1_4",1680,10,5,0,2
"ENSG00000102738.7_2",2124,488,539,333,366
"ENSG00000102743.14_3",1837,217,248,233,206
"ENSG00000207652.1",96,20,31,27,20
"ENSG00000168852.12_4",1913,3,2,10,7
"ENSG00000176268.5_2",304,2,6,13,13
"ENSG00000239827.8_2",1763,7,23,38,21
"ENSG00000120690.15_4",4335,1765,1783,1357,1265
"ENSG00000120688.8_2",2623,735,726,426,432
"ENSG00000165572.7_2",5178,423,500,225,181
"ENSG00000278390.4_5",2731,12,7,4,4
"ENSG00000215482.3_4",449,80,71,38,34
"ENSG00000120696.8_2",4734,295,304,276,251
"ENSG00000120662.15_3",3841,347,405,358,384
"ENSG00000277662.1_6",497,2,9,17,16
"ENSG00000172766.18_2",5867,753,790,596,531
"ENSG00000214222.2_4",411,9,16,7,6
"ENSG00000102760.12_2",1032,12,14,7,14
"ENSG00000102763.17_4",7633,1075,1291,836,760
"ENSG00000102780.16_3",19637,65,52,26,22
"ENSG00000237263.1_4",2162,13,10,13,11
"ENSG00000023516.8_2",9920,1967,1895,1194,1154
"ENSG00000133106.14_3",4924,4,0,11,7
"ENSG00000120675.5_2",8042,1238,1193,898,933
"ENSG00000151773.12_3",5403,151,153,130,118
"ENSG00000179630.10_3",4550,175,165,152,151
"ENSG00000281883.1_6",1792,5,0,0,3
"ENSG00000179611.3_4",2776,13,19,5,7
"ENSG00000227258.5_5",3009,1,0,6,1
"ENSG00000237361.2_4",1334,31,40,36,31
"ENSG00000102804.14_4",8586,922,996,894,871
"ENSG00000278156.1_4",3457,10,14,9,9
"ENSG00000230793.1_4",1225,8,11,9,5
"ENSG00000083635.7_3",3492,636,650,265,261
"ENSG00000133114.17_3",10842,648,686,514,459
"ENSG00000188342.11_3",3619,652,690,399,349
"ENSG00000133112.16_2",7269,28050,33826,41690,36706
"ENSG00000273149.1_5",588,13,49,5,5
"ENSG00000170919.15_3",10402,410,459,499,537
"ENSG00000214455.4_4",915,21,24,25,29
"ENSG00000174032.16_3",6794,897,1016,856,775
"ENSG00000136152.14_2",6016,1160,1238,1283,1068
"ENSG00000123200.16_5",10265,4937,5179,2282,2179
"ENSG00000235903.8_5",6803,10,8,3,0
"ENSG00000080618.14_3",1715,2284,2435,3589,3401
"ENSG00000136167.13_3",5061,55,93,130,127
"ENSG00000136141.14_3",7307,737,820,655,603
"ENSG00000139684.13_3",3401,1560,1701,1261,1198
"ENSG00000136143.15_4",8928,809,919,544,536
"ENSG00000260388.2_4",2470,8,6,13,3
"ENSG00000136159.3_2",2098,746,899,133,106
"ENSG00000276968.1_5",434,2,1,3,5
"ENSG00000136146.14_4",2358,1106,1181,660,585
"ENSG00000136156.13_4",10706,3702,3873,5349,5251
"ENSG00000231473.2_4",1143,6,1,0,4
"ENSG00000139687.15_4",6452,2287,2287,866,760
"ENSG00000177197.7_4",481,2,7,7,7
"ENSG00000139679.15_2",4348,908,1277,881,778
"ENSG00000136161.12_4",3545,47,45,21,23
"ENSG00000225131.2_4",700,6,9,8,5
"ENSG00000275202.1_5",1101,16,28,11,16
"ENSG00000102531.16_4",7698,2764,2812,2069,1895
"ENSG00000235957.1_2",192,3,3,7,4
"ENSG00000231665.1_4",1592,2,6,3,2
"ENSG00000102539.5_2",1239,2,5,5,3
"ENSG00000102543.14_2",3863,132,159,69,73
"ENSG00000102547.18_2",5006,113,104,100,115
"ENSG00000136169.16_3",6678,515,620,528,443
"ENSG00000236577.1_4",219,3,6,4,3
"ENSG00000136147.17_5",4841,341,405,415,379
"ENSG00000136144.11_2",4534,951,939,724,765
"ENSG00000152213.3_2",3826,2,6,2,1
"ENSG00000123179.13_2",1500,638,554,417,440
"ENSG00000102753.9_3",4474,3150,2928,1713,1770
"ENSG00000123178.14_2",3340,351,349,296,330
"ENSG00000231607.10_5",5103,145,159,43,37
"ENSG00000204977.9_3",8080,271,265,255,194
"ENSG00000198553.8_3",1625,4,2,3,5
"ENSG00000176124.12_5",12394,186,262,164,109
"ENSG00000274270.1_6",2648,1,1,3,5
"ENSG00000232150.3_4",1093,15,8,7,7
"ENSG00000237152.3_5",1806,12,13,21,7
"ENSG00000136104.20_4",26291,363,395,184,162
"ENSG00000102786.14_4",25509,1726,2102,1635,1384
"ENSG00000236778.7_6",9866,16,23,23,20
"ENSG00000224892.6_4",997,5,12,13,11
"ENSG00000139668.8_3",16197,2127,2237,2392,2156
"ENSG00000285444.1_2",4372,3,2,1,6
"ENSG00000102796.10_3",3525,18,31,58,51
"ENSG00000231856.2_5",2469,16,15,21,19
"ENSG00000281106.3_5",4151,17,27,23,21
"ENSG00000232872.2_2",2404,23,42,20,26
"ENSG00000123191.14_4",9671,2107,2357,2583,2379
"ENSG00000253710.3_4",10335,265,266,264,230
"ENSG00000253797.2_4",5529,151,154,116,98
"ENSG00000197168.12_3",6958,38,25,17,11
"ENSG00000136098.16_3",4271,1718,1913,788,723
"ENSG00000243406.6_4",3873,68,79,55,36
"ENSG00000136100.13_3",7293,919,935,920,861
"ENSG00000278238.1_5",557,8,4,14,10
"ENSG00000136108.14_6",4547,2394,2665,1151,1077
"ENSG00000235660.2_4",1966,13,15,11,17
"ENSG00000273784.4_6",985,1,2,1,6
"ENSG00000250299.6_4",1028,24,27,16,12
"ENSG00000139675.12_4",1372,100,135,83,91
"ENSG00000273723.1_5",975,8,5,2,9
"ENSG00000165416.14_3",15102,1527,1524,946,874
"ENSG00000136149.6_4",612,95,112,77,106
"ENSG00000139734.18_4",7442,541,659,132,135
"ENSG00000083544.14_4",7750,390,419,263,265
"ENSG00000227674.2_4",2448,45,47,55,48
"ENSG00000237849.1_4",972,18,26,26,16
"ENSG00000214269.3_4",1300,1,6,5,3
"ENSG00000236565.3_4",833,66,73,33,22
"ENSG00000236534.1_4",403,9,10,6,7
"ENSG00000204899.5_2",2299,369,313,99,58
"ENSG00000136122.15_3",3189,428,449,152,132
"ENSG00000083520.14_2",10835,1736,1936,1183,1054
"ENSG00000083535.15_3",4253,281,310,138,158
"ENSG00000102554.13_3",3893,523,378,254,278
"ENSG00000236972.2_4",411,7,11,4,4
"ENSG00000118922.17_3",10923,121,109,124,83
"ENSG00000214249.3_4",2353,5,6,8,12
"ENSG00000136111.13_4",7977,1782,2273,2566,2104
"ENSG00000188243.12_2",2897,254,270,343,401
"ENSG00000118939.17_3",1905,96,103,77,75
"ENSG00000261553.5_6",4178,22,21,35,50
"ENSG00000261105.5_5",593,2,5,12,9
"ENSG00000136153.19_5",14367,4166,4936,3784,3514
"ENSG00000228444.2_6",865,5,2,6,2
"ENSG00000233873.1_4",742,25,17,14,23
"ENSG00000228002.2_4",3076,12,12,9,9
"ENSG00000102805.14_5",22814,399,381,443,421
"ENSG00000005812.10_5",7082,865,769,553,565
"ENSG00000005810.17_1",15945,1818,2176,1338,1201
"ENSG00000136155.16_2",4205,1,3,5,0
"ENSG00000139737.21_5",4133,109,87,85,78
"ENSG00000152192.7_3",4547,254,249,315,331
"ENSG00000152193.7_2",3529,1131,1195,351,389
"ENSG00000230584.1_2",1624,6,3,0,0
"ENSG00000139746.15_5",10122,3273,3414,2423,2339
"ENSG00000227354.6_5",3747,38,26,29,30
"ENSG00000102471.14_4",4994,534,532,425,381
"ENSG00000136158.11_3",3038,328,347,194,216
"ENSG00000214182.5_2",1162,70,73,19,24
"ENSG00000277914.1_4",1453,3,5,2,2
"ENSG00000215417.12_3",3492,16,21,29,25
"ENSG00000179399.14_3",3544,2,0,9,9
"ENSG00000278177.1_5",706,32,30,30,17
"ENSG00000183098.10_2",6468,3269,3319,3364,3230
