Gene	Score	0.95 MoE	P-Value	FDR
GLI1	-0.22288662639028436		0.3218597226379328	0.891250345017941
BCOR	-0.22291740072348354		0.3217599521101467	0.8911301464492954
SLC26A11	-0.2229410083615345		0.32171006684625364	0.8911151029432086
PROK1	-0.22294505818003754		0.32171006684625364	0.8911151029432086
GRN	-0.22295070338794604		0.32171006684625364	0.8911151029432086
ZNF71	-0.22297258354617988		0.32151052579068146	0.8909317113630081
EXOC8	-0.22297842486441327		0.32151052579068146	0.8909317113630081
VENTXP1	-0.2230052671956461		0.32151052579068146	0.8909317113630081
IL17B	-0.22300907228221645		0.32151052579068146	0.8909317113630081
IL1F9	-0.22301503203522338		0.32151052579068146	0.8909317113630081
NNMT	-0.22307836351805974		0.3213608699990023	0.8909317113630081
CINP	-0.2231510084947471		0.3213109847351093	0.8909317113630081
GTF2H5	-0.2232025299642311		0.32116132894343014	0.8908260689082608
HCG4	-0.2233186426333046		0.32076224683228577	0.8898422363686688
LOC285577	-0.22336712318672144		0.3207123615683927	0.8898269896193772
PAMCI	-0.22336806877781204		0.3207123615683927	0.8898269896193772
COL4A4	-0.2233755005346855		0.3207123615683927	0.8898269896193772
LOC493754	-0.2233966931964389		0.3207123615683927	0.8898269896193772
VNN2	-0.22342614024328575		0.3207123615683927	0.8898269896193772
LOC653086	-0.2234517137328019		0.3206624763044997	0.8898269896193772
C12ORF51	-0.22347056834104095		0.3206624763044997	0.8898269896193772
SHC2	-0.22359192850542128		0.3204629352489275	0.8898269896193772
MGC12966	-0.22360263809219152		0.3204629352489275	0.8898269896193772
PDCD1	-0.2236062048823413		0.3204629352489275	0.8898269896193772
ZNF598	-0.22360935765324583		0.3204629352489275	0.8898269896193772
AMOT	-0.2237681158466529		0.32031327945724836	0.8898269896193772
FSD1L	-0.22387366922878887		0.3201137384016761	0.8896436988770275
LASS4	-0.22389572507552263		0.3201137384016761	0.8896436988770275
VISA	-0.22391265813755196		0.3201137384016761	0.8896436988770275
LOC203427	-0.22411746341505503		0.3197645415544248	0.8890429958391123
LOC145783	-0.22416140286347794		0.3197645415544248	0.8890429958391123
C1QTNF3	-0.22416255061314996		0.3197645415544248	0.8890429958391123
LOC644844	-0.2241659266764646		0.3197645415544248	0.8890429958391123
KIAA0894	-0.22417760765117084		0.3197645415544248	0.8890429958391123
MSC	-0.22429295301903668		0.3195650004988526	0.8890429958391123
OR7A17	-0.22429587987001912		0.3195650004988526	0.8890429958391123
SAPS3	-0.2243598076061682		0.3194153447071735	0.8889351659030958
KIAA0776	-0.22437244865416286		0.3194153447071735	0.8889351659030958
SNORA68	-0.22439575531919392		0.3193155741793874	0.8889043188446049
LOC148756	-0.22445987410230414		0.31906614785992216	0.8883333333333333
DTNB	-0.22450456918017658		0.3190162625960291	0.888317821919711
ZBTB7B	-0.22453005760124256		0.3190162625960291	0.888317821919711
ACE2	-0.22453679618364142		0.31896637733213606	0.888317821919711
P2RY4	-0.2245510518882613		0.31896637733213606	0.888317821919711
FAM30A	-0.22461872385504836		0.318916492068243	0.888317821919711
TBX2	-0.22466503538962235		0.3187668362765639	0.8882402001668056
KIAA1211	-0.22479790855159712		0.3186670657487778	0.888085638815515
FLJ16734	-0.2248120782673675		0.3186670657487778	0.888085638815515
VGLL4	-0.22486669566049433		0.3185672952209917	0.8880545125851759
ZNF277	-0.2249270665498684		0.31851740995709865	0.888038942976356
USP38	-0.22496397519166256		0.31841763942931256	0.8878842676311031
KIAA0494	-0.22508693266523846		0.3182180983737404	0.887451307735114
ZNF582	-0.22511838717065816		0.31806844258206124	0.8871573674690413
SIRT2	-0.22513021512665418		0.31806844258206124	0.8871573674690413
FLJ21736	-0.22513186017066153		0.31806844258206124	0.8871573674690413
MEGF10	-0.22517467469624805		0.31786890152648906	0.8869710467706012
PI16	-0.2252309248456815		0.31776913099870296	0.8868160935542252
RAI14	-0.22525537551427544		0.31776913099870296	0.8868160935542252
FCN1	-0.22528964608455576		0.31776913099870296	0.8868160935542252
PRAMEF10	-0.22530133145956002		0.31776913099870296	0.8868160935542252
DACT1	-0.22531398767751837		0.3177192457348099	0.8868160935542252
NCR1	-0.22543506332174335		0.31751970467923774	0.8867372527166341
LOC648245	-0.22543716625895374		0.31751970467923774	0.8867372527166341
FLJ22671	-0.2254509985195048		0.31751970467923774	0.8867372527166341
SURB7	-0.225514995502645		0.31732016362366555	0.8865505226480835
GMEB1	-0.2255408242754901		0.31722039309587946	0.8863953164204069
RGAG4	-0.2256431766818899		0.3170208520403073	0.8859612435522096
TRPM7	-0.22569998153158435		0.31687119624862814	0.8856664807585053
SYNGR4	-0.22573870971493973		0.3168213109847351	0.8856505368846743
DRD4	-0.22575743453888317		0.31677142572084205	0.8856345885634588
FLJ14154	-0.22577385090912913		0.31677142572084205	0.8856345885634588
SYNGR1	-0.22580195501775852		0.31677142572084205	0.8856345885634588
LOC285796	-0.22583706914659496		0.31667165519305596	0.8856345885634588
LIMS2	-0.22589052730416637		0.3166217699291629	0.8856345885634588
HOXA11S	-0.2259066437580943		0.31657188466526986	0.8856345885634588
SYT15	-0.22594385736631054		0.3165219994013768	0.8856345885634588
CNIH2	-0.22597897980436218		0.3164721141374838	0.8856345885634588
NUDT4	-0.22599296855694373		0.3164721141374838	0.8856345885634588
HIST1H3A	-0.22600381793126803		0.3164721141374838	0.8856345885634588
GUCY1A3	-0.22603104020082782		0.3164721141374838	0.8856345885634588
RAB21	-0.22606424064244435		0.3164222288735907	0.8856345885634588
KIAA0485	-0.2261015491613675		0.3163723436096977	0.8856345885634588
MNAB	-0.22618429435303808		0.31632245834580464	0.8856345885634588
RMND5B	-0.22619043637614109		0.31632245834580464	0.8856345885634588
SKIP	-0.22625310981271377		0.31622268781801854	0.8856345885634588
ARHGEF15	-0.22629366595690847		0.3161728025541255	0.8856345885634588
PIK3R1	-0.22630846291758205		0.31612291729023245	0.8856345885634588
CCIN	-0.2263680761971135		0.3160730320263394	0.8856345885634588
KCTD20	-0.22646429504666482		0.3160730320263394	0.8856345885634588
FAM116B	-0.2264866746010544		0.3160730320263394	0.8856345885634588
BCAN	-0.2265119917260488		0.3160730320263394	0.8856345885634588
CABP1	-0.22652694117561223		0.31602314676244636	0.8856345885634588
E2F8	-0.2266242926216967		0.3158734909707672	0.8856345885634588
ARSJ	-0.22663653992561453		0.3158734909707672	0.8856345885634588
ZNF518	-0.22668465162175647		0.3158734909707672	0.8856345885634588
C8ORF31	-0.22675251894630588		0.315624064651302	0.8856345885634588
L3MBTL3	-0.2268109660996208		0.31547440885962286	0.8853422931541368
GPRASP1	-0.22682757959069266		0.31547440885962286	0.8853422931541368
CCL22	-0.22684305012439182		0.31547440885962286	0.8853422931541368
LOC642645	-0.22686880327146466		0.31547440885962286	0.8853422931541368
LOC644916	-0.22688237393229801		0.3154245235957298	0.8853422931541368
LOC553158	-0.22694464356264385		0.3153247530679437	0.8853422931541368
BLK	-0.22698796877949334		0.3152748678040507	0.8853422931541368
SSH2	-0.22706026551862554		0.3152748678040507	0.8853422931541368
MRPL43	-0.22713863361515757		0.31512521201237154	0.8853422931541368
RAD51AP1	-0.2271387398521391		0.31512521201237154	0.8853422931541368
HMGN3	-0.2271597202332547		0.3150753267484785	0.8853422931541368
CXORF25	-0.22716762621291303		0.31502544148458544	0.8853422931541368
ZYG11BL	-0.2272363524373821		0.3149755562206924	0.8853422931541368
CCDC36	-0.22725521164936088		0.3148757856929063	0.885273492286115
KCNQ4	-0.22726411512485914		0.3148757856929063	0.885273492286115
ZNF430	-0.2273642146302793		0.31472612990122717	0.88510101010101
FLJ31222	-0.2274041646897106		0.31457647410954803	0.8848042654693419
FLJ14327	-0.2274377203016547		0.314526588845655	0.8847880999158012
ZNF452	-0.22747579022953035		0.31437693305397585	0.8844912280701754
LOC84661	-0.22755359031086905		0.3143270477900828	0.8844750140370577
HR44	-0.2275561505360776		0.31427716252618976	0.8844587954513548
LOC401588	-0.2276029608468376		0.3142272772622967	0.8844425723111485
FLJ36868	-0.22763313864791868		0.3142272772622967	0.8844425723111485
PILRB	-0.2276453071688839		0.3142272772622967	0.8844425723111485
CALM3	-0.22766601914396506		0.31417739199840367	0.8844425723111485
C20ORF80	-0.22766698246731815		0.31417739199840367	0.8844425723111485
METRNL	-0.2276778413985832		0.3140776214706176	0.8844425723111485
SLCO2B1	-0.22782727614641757		0.31382819515115234	0.8840640809443507
ORMDL1	-0.22783759786978003		0.31382819515115234	0.8840640809443507
LOC388906	-0.2280359209440051		0.313429113040008	0.8831880798425639
POLR1D	-0.22804475996581516		0.31337922777611493	0.8831716575284689
HIST1H3E	-0.22804986439525457		0.31337922777611493	0.8831716575284689
NRXN2	-0.22810521081596807		0.3133293425122219	0.8831716575284689
ZFP90	-0.2281262705479475		0.31327945724832884	0.8831716575284689
KIAA1324	-0.22817641922347984		0.31327945724832884	0.8831716575284689
CKAP5	-0.22822044771030042		0.3132295719844358	0.8831716575284689
ZNF22	-0.22824363094879194		0.3132295719844358	0.8831716575284689
KIAA2013	-0.22825147113134373		0.3132295719844358	0.8831716575284689
PXMP3	-0.2283015355048794		0.3132295719844358	0.8831716575284689
C18ORF56	-0.2283878378345334		0.31307991619275666	0.8831716575284689
LY6G5C	-0.22845447308539152		0.31298014566497057	0.8831716575284689
C14ORF10	-0.2284683097727415		0.3128803751371845	0.8831315122500704
AP3B1	-0.22847219208311165		0.3128803751371845	0.8831315122500704
CAPN5	-0.2284793695318919		0.3128803751371845	0.8831315122500704
LOC643072	-0.22855880349073973		0.31283048987329143	0.8831315122500704
TAAR2	-0.2285596781000773		0.31283048987329143	0.8831315122500704
TAF6L	-0.22858570322401583		0.3127806046093984	0.8831315122500704
CYP19A1	-0.2287074907703621		0.31253117828993315	0.882891770011274
CSF3	-0.22873311633730942		0.3124812930260401	0.882875264270613
PAFAH1B2	-0.22876337895825935		0.3124812930260401	0.882875264270613
KLRG1	-0.2287673639417844		0.3124812930260401	0.882875264270613
DEFB126	-0.2287905904948541		0.31243140776214706	0.882875264270613
LOC161931	-0.22882744955278295		0.312381522498254	0.882875264270613
C8ORF17	-0.22884772436021295		0.31233163723436097	0.882875264270613
RANBP6	-0.2288559897774658		0.31233163723436097	0.882875264270613
DHRS12	-0.2289819395621938		0.31218198144268183	0.882875264270613
C1ORF20	-0.22898425451535176		0.31218198144268183	0.882875264270613
ZIC1	-0.2290364997931606		0.3121320961787888	0.882875264270613
LOC51057	-0.22923775331976326		0.3120323256510027	0.8828510938602682
ADAMTS7	-0.22927727097430609		0.3119325551232166	0.8826933935629587
LSM14B	-0.229296686765054		0.31188266985932356	0.8826768318509106
C9ORF127	-0.22939538718049585		0.31188266985932356	0.8826768318509106
CLCNKB	-0.22939857577248793		0.31188266985932356	0.8826768318509106
RAB9	-0.22941611996312292		0.3118327845954305	0.8826768318509106
CKB	-0.22945600642867275		0.3117330140676444	0.8826768318509106
LCMT1	-0.22949697581327375		0.3115833582759653	0.8824526702458321
NRXN1	-0.22953625588686982		0.31153347301207224	0.8824360604776035
NLGN3	-0.2295546218755446		0.31153347301207224	0.8824360604776035
LOC349136	-0.22956088615243372		0.31153347301207224	0.8824360604776035
C9ORF19	-0.22963282858683945		0.31153347301207224	0.8824360604776035
CTTNBP2NL	-0.22967005341401492		0.3114835877481792	0.8824360604776035
ASB3	-0.22971619328050988		0.31133393195650005	0.8824360604776035
ATCAY	-0.22985702341386177		0.31113439090092787	0.8820534577853203
LMBR1	-0.2298615062966144		0.31113439090092787	0.8820534577853203
DKFZP434I0714	-0.22987508621002475		0.3110845056370348	0.8820534577853203
SLC44A3	-0.22987838734412816		0.3110845056370348	0.8820534577853203
EPOR	-0.22989953827926268		0.3110845056370348	0.8820534577853203
GPX4	-0.22991079691927271		0.3110845056370348	0.8820534577853203
AKAP8L	-0.229987696602473		0.3108350793175696	0.8819532908704882
DNASE1L3	-0.23002689668470133		0.3108350793175696	0.8819532908704882
ZYG11B	-0.23003977725561928		0.31068542352589046	0.881778281183633
GPR143	-0.2301008108032046		0.3106355382619974	0.8817615406400453
LOC285498	-0.23015314474261567		0.3105357677342113	0.8816031723551905
IQCG	-0.23015744276205033		0.3105357677342113	0.8816031723551905
KCNU1	-0.23019042458669317		0.3105357677342113	0.8816031723551905
RP11-144G6.7	-0.23030696111673976		0.31033622667863914	0.8814111646358741
CLDN6	-0.23031513510143203		0.3102863414147461	0.8813943602097208
RIC8A	-0.23033347842496565		0.3102863414147461	0.8813943602097208
FLJ13197	-0.23033978899612015		0.3102863414147461	0.8813943602097208
RLN1	-0.23039789164910526		0.31018657088696	0.8813943602097208
SOX2	-0.23041594289324666		0.3100868003591739	0.8813270948532539
SLC44A4	-0.23048603052081376		0.3098373740397087	0.8807430516165626
NAB2	-0.23049661243706498		0.3098373740397087	0.8807430516165626
USP21	-0.2306614248733314		0.3094382919285643	0.8798581560283688
FCGR2A	-0.2306632509599707		0.3094382919285643	0.8798581560283688
ZNF764	-0.2306823646693063		0.30938840666467127	0.8798581560283688
ZCCHC9	-0.2307461032096465		0.3091888656090991	0.8795232013622819
TRIM41	-0.23077126162482367		0.30913898034520604	0.8795061027533353
OTX2	-0.23082682710126073		0.30913898034520604	0.8795061027533353
TRIM67	-0.23084517708426758		0.309089095081313	0.8795061027533353
FAM70A	-0.23086259573561138		0.30903920981741995	0.8795061027533353
PTGER2	-0.23086299009373237		0.30903920981741995	0.8795061027533353
LIMS3	-0.23103090931822307		0.3087897834979547	0.8791364862945605
CHRDL2	-0.23103810145259432		0.3087897834979547	0.8791364862945605
LOC151171	-0.23121093649266225		0.3085403571784895	0.8786759482881092
DNAI2	-0.23128367396352703		0.30839070138681035	0.8783745382210857
LOC645721	-0.23130834703926256		0.3083408161229173	0.878357254511866
SAA4	-0.23139575234531642		0.30819116033123817	0.8780557134735646
SUDS3	-0.23143608969860957		0.3081412750673451	0.8780383795309169
CYP27B1	-0.2314366006571845		0.3081412750673451	0.8780383795309169
LOC284294	-0.2314823157367183		0.30804150453955903	0.8780036968576711
PRPF38B	-0.23158237472544502		0.30784196348398685	0.8775597269624574
MIP	-0.23159503229546272		0.30784196348398685	0.8775597269624574
ZNF470	-0.23160321385563715		0.30784196348398685	0.8775597269624574
GRIN3B	-0.23161083412497444		0.30784196348398685	0.8775597269624574
FLJ35024	-0.23169758017674197		0.30774219295620076	0.8775597269624574
ITM2C	-0.23171507517204207		0.3076923076923077	0.8775597269624574
MGAT5B	-0.231768750485394		0.3076923076923077	0.8775597269624574
SMYD1	-0.23183374326970468		0.3074428813728425	0.8772953736654805
GUCA2A	-0.23186552489543794		0.3073431108450564	0.8771355353075172
MAT1A	-0.23186894101248265		0.3073431108450564	0.8771355353075172
IL23A	-0.231871584346452		0.3073431108450564	0.8771355353075172
C20ORF108	-0.23193163599732022		0.30729322558116334	0.8771355353075172
E2F7	-0.23194392157493593		0.30719345505337725	0.8771355353075172
GAL3ST2	-0.23201248147566653		0.30709368452559116	0.8770480125373986
TRIM58	-0.23206001753674646		0.30699391399780507	0.876888002279852
VPS41	-0.23206286642702945		0.30699391399780507	0.876888002279852
STOX2	-0.23213782278435377		0.3067943729422329	0.8765678449258838
CHAD	-0.23216227841727244		0.30674448767833984	0.8765502494654314
GPR61	-0.2321765484008872		0.30674448767833984	0.8765502494654314
TMEM84	-0.23218092229520965		0.30674448767833984	0.8765502494654314
FLJ90650	-0.23219185781054413		0.30674448767833984	0.8765502494654314
EPB41	-0.23220935989248942		0.30674448767833984	0.8765502494654314
SCRT1	-0.23237655474743502		0.3065948318866607	0.8765502494654314
C3ORF65	-0.2323857239055301		0.3065948318866607	0.8765502494654314
LOC200312	-0.23240559469134334		0.30654494662276766	0.8765502494654314
C6ORF72	-0.2324597316768967		0.3063454055671955	0.8764093049807337
KY	-0.23247048523753228		0.3063454055671955	0.8764093049807337
NEUROD4	-0.23251276816979746		0.3062955203033024	0.8764093049807337
RPS6KA2	-0.2325821162320576		0.3061458645116233	0.8762135922330099
MCM3APAS	-0.23262838058543905		0.3061458645116233	0.8762135922330099
KHDRBS3	-0.23274768606508212		0.3059463234560511	0.8758926021136819
SULF1	-0.2327734848423716		0.3059463234560511	0.8758926021136819
SFXN1	-0.23277622724065988		0.3059463234560511	0.8758926021136819
PDE1B	-0.23281694379885948		0.30579666766437197	0.8758394056293758
TRBV19	-0.23282763043314603		0.30579666766437197	0.8758394056293758
ZSCAN21	-0.23290638992550117		0.30564701187269283	0.8756609975703874
MYO1A	-0.23293688324513656		0.3055971266087998	0.8756432246998286
ABHD11	-0.23294534872632403		0.3055971266087998	0.8756432246998286
PRRG4	-0.2329944800283338		0.3055971266087998	0.8756432246998286
DPY19L2	-0.2330178227405928		0.30554724134490674	0.8756432246998286
TAIP-2	-0.23301867331085874		0.30554724134490674	0.8756432246998286
F2RL1	-0.233066809761045		0.3054973560810137	0.8756432246998286
SOX21	-0.23309733533925234		0.3054973560810137	0.8756432246998286
TLR6	-0.2331014397930845		0.3054973560810137	0.8756432246998286
ZNF775	-0.2331198396830793		0.30544747081712065	0.8756432246998286
FAM66C	-0.23321169307490477		0.30524792976154846	0.8756432246998286
NELL2	-0.23325453145156774		0.3051481592337624	0.8756083595762956
CFD	-0.23329377487990147		0.3049486181781902	0.875161059413028
FLJ39061	-0.23330170785012097		0.3049486181781902	0.875161059413028
FLJ10159	-0.2333292648002469		0.30489873291429714	0.875161059413028
TPP1	-0.23335082554106962		0.30489873291429714	0.875161059413028
C10ORF9	-0.2333675475082854		0.30489873291429714	0.875161059413028
TICAM1	-0.2334081432275911		0.30479896238651105	0.875161059413028
LOC646778	-0.23342480354385478		0.304749077122618	0.875161059413028
IQCE	-0.23351626521756982		0.3045994213309388	0.8750358268844941
LOC133491	-0.2335571585841393		0.30454953606704577	0.8750179160097463
GRPEL2	-0.2335754013275704		0.3044497655392597	0.8748566513761468
KCTD6	-0.23357847761535874		0.3044497655392597	0.8748566513761468
EPAG	-0.23358413073062886		0.3044497655392597	0.8748566513761468
LOC284276	-0.23358669638465765		0.3044497655392597	0.8748566513761468
KCNMB3	-0.2336005454031014		0.3044497655392597	0.8748566513761468
SAP30L	-0.23361312159199144		0.30439988027536663	0.8748566513761468
LOC645569	-0.23368884629805628		0.30430010974758054	0.8748566513761468
FLJ14186	-0.23373228199736296		0.3042502244836875	0.8748566513761468
TAL2	-0.23379309853655786		0.30410056869200836	0.8748564867967853
PTPN7	-0.2337940405525934		0.30410056869200836	0.8748564867967853
ZNF75A	-0.23385484080624122		0.30390102763643617	0.874533448176859
ENPP6	-0.23385987428388752		0.30390102763643617	0.874533448176859
LOC130951	-0.23388430970699509		0.3038511423725431	0.874533448176859
LOC283547	-0.23391436638087354		0.3038012571086501	0.874533448176859
GPR25	-0.23393934654185192		0.303701486580864	0.8744613616776787
TRIM21	-0.23401662375139057		0.30355183078918485	0.8741560120672317
BRPF3	-0.23412963182364668		0.30345206026139876	0.8739942528735631
C4ORF10	-0.23416799439561092		0.3033024044697196	0.8736887483833884
FHL5	-0.2341719904375765		0.3033024044697196	0.8736887483833884
LOC642701	-0.23420974598713742		0.3032525192058266	0.8736887483833884
CHRNB4	-0.2342758041990733		0.30310286341414744	0.8734905117883841
PTPRN2	-0.23430253410987031		0.30300309288636135	0.8733285406182603
LOC126917	-0.23430567534298594		0.30300309288636135	0.8733285406182603
ACTA1	-0.23436720533661098		0.3027536665668961	0.8728606356968215
PTGIS	-0.23437286508754873		0.3027536665668961	0.8728606356968215
ANXA7	-0.2344066094201236		0.30265389603911	0.8728240540929363
MT4	-0.23445030247550006		0.30255412551132393	0.8726618705035971
MPP2	-0.2344895827972038		0.30245435498353784	0.8724996402360051
C17ORF62	-0.23449909832865076		0.30245435498353784	0.8724996402360051
PLA2G10	-0.23450808212806104		0.30245435498353784	0.8724996402360051
FNTA	-0.23451856788477818		0.3024044697196448	0.8724996402360051
C18ORF8	-0.23453067712864523		0.3024044697196448	0.8724996402360051
CDH26	-0.23454979963567096		0.30235458445575175	0.8724996402360051
PCDHAC2	-0.23460957761915618		0.3022049286640726	0.8724996402360051
ADAM19	-0.2346165980431269		0.30215504340017957	0.8724996402360051
MGC5139	-0.23467568043263765		0.3021051581362865	0.8724967583921625
AQP11	-0.23477439007165357		0.3018557318168213	0.8719020172910662
C14ORF173	-0.2348916072037938		0.30160630549735606	0.8713071047701397
RGAG1	-0.2348991850989473		0.301556420233463	0.8712885557797636
FNDC5	-0.23495030560135652		0.30150653496957	0.8712700014415453
TADA2L	-0.23495783683712063		0.30150653496957	0.8712700014415453
SCFD1	-0.23496579531561465		0.30150653496957	0.8712700014415453
GIT2	-0.2350006153848017		0.3014067644417839	0.8712700014415453
ZNF406	-0.2350167184155096		0.3014067644417839	0.8712700014415453
C17ORF28	-0.23506301960769174		0.3012072233862117	0.8710328909405655
C18ORF49	-0.23512462222783684		0.30105756759453256	0.870725725003607
ARL4A	-0.23515039070330104		0.3010076823306395	0.8707070707070707
SMAD1	-0.23516511659132244		0.30095779706674647	0.870688411026122
LOXL1	-0.2351820753098134		0.3009079118028534	0.8706697459584295
TGIF	-0.23519025395563414		0.3009079118028534	0.8706697459584295
IL21R	-0.23523729249175296		0.3009079118028534	0.8706697459584295
C11ORF76	-0.23524788868568813		0.3009079118028534	0.8706697459584295
C1ORF58	-0.23527049006156955		0.3008580265389604	0.8706697459584295
LOC388255	-0.23529625473812288		0.30080814127506733	0.8706697459584295
C1ORF14	-0.2353170841321443		0.3007582560111743	0.8706697459584295
ASPA	-0.23533409262552712		0.30070837074728124	0.8706697459584295
ZNF418	-0.2353617688162168		0.30060860021949515	0.8706697459584295
RAB33B	-0.23536262297099234		0.30060860021949515	0.8706697459584295
PSMC6	-0.2353687703817434		0.30060860021949515	0.8706697459584295
C15ORF50	-0.23539044870041326		0.30060860021949515	0.8706697459584295
FPRL1	-0.23545624742942228		0.300458944427816	0.8706697459584295
DET1	-0.23557542927879194		0.3003591739000299	0.8706697459584295
C9	-0.23558603922079774		0.3003591739000299	0.8706697459584295
KCNJ3	-0.23560329959792006		0.3003591739000299	0.8706697459584295
TRIM62	-0.235621794247549		0.3003591739000299	0.8706697459584295
GPR20	-0.2356314282432857		0.3003591739000299	0.8706697459584295
UBE4B	-0.2357664264274671		0.3002095181083508	0.8706697459584295
CCR8	-0.2357854604883927		0.3002095181083508	0.8706697459584295
ADPRHL1	-0.2358474453685519		0.30015963284445774	0.8706697459584295
CHMP2B	-0.23587921242568013		0.30015963284445774	0.8706697459584295
CD180	-0.23588711359701509		0.30015963284445774	0.8706697459584295
ZNF625	-0.23590061928980208		0.30015963284445774	0.8706697459584295
PDE6A	-0.2359724696221024		0.3000099770527786	0.8706697459584295
UBTD1	-0.2359726299946366		0.3000099770527786	0.8706697459584295
GNA12	-0.23601931834574102		0.29996009178888555	0.8706697459584295
STK40	-0.23606340884382074		0.2999102065249925	0.8706697459584295
NKX6-3	-0.23613194090346343		0.29986032126109946	0.8706697459584295
CD163	-0.23613982562500618		0.2998104359972064	0.8706697459584295
BTN1A1	-0.2361751114289694		0.2997106654694203	0.8706697459584295
FAM89B	-0.236183122166009		0.2996607802055273	0.8706697459584295
CNOT2	-0.2361931078808218		0.2996607802055273	0.8706697459584295
ARHGDIG	-0.2362130441381349		0.29961089494163423	0.8706697459584295
BMP7	-0.23625975309346878		0.29951112441384814	0.8706697459584295
CCDC74B	-0.23627476457866228		0.29951112441384814	0.8706697459584295
ERICH1	-0.23630295098481385		0.29941135388606205	0.8706697459584295
DHRS9	-0.23631539897461357		0.299361468622169	0.8706697459584295
WDR44	-0.23638408007463377		0.29921181283048986	0.8705370101596517
CFHR2	-0.23642178003145384		0.29921181283048986	0.8705370101596517
KIAA0508	-0.2364227918209637		0.29921181283048986	0.8705370101596517
LOC441259	-0.23643011172586206		0.2991619275665968	0.8705370101596517
ZNF289	-0.23648570628916227		0.2990621570388107	0.8705370101596517
FLJ45187	-0.23649558321433406		0.2990122717749177	0.8705370101596517
GLT8D2	-0.2365078213093671		0.29896238651102464	0.8705370101596517
SOCS3	-0.23663897585865581		0.29866307492766636	0.8698242045619642
CHD5	-0.23668925591434528		0.29841364860820113	0.8692240627724499
RPS6KL1	-0.23677823472387996		0.29831387808041504	0.869059729690452
LOC284395	-0.23678163187693765		0.298263992816522	0.8690406976744186
RALBP1	-0.23678414750549265		0.298263992816522	0.8690406976744186
JMJD2C	-0.2368232068562121		0.2981642222887359	0.8690026170398372
APBA3	-0.23683300853588102		0.29811433702484286	0.8689835684164606
C17ORF32	-0.23685438521898158		0.2979646812331637	0.868673647469459
NRP1	-0.23690923835287347		0.2979646812331637	0.868673647469459
PNN	-0.23697210591540513		0.2979147959692707	0.868673647469459
FLJ37538	-0.23701162345154256		0.2978150254414846	0.8686163247490178
ST6GALNAC2	-0.23726314256678266		0.2973161728025541	0.8672875436554133
UHMK1	-0.237270976957573		0.2973161728025541	0.8672875436554133
KCNA2	-0.23729360084939277		0.2973161728025541	0.8672875436554133
DKFZP667G2110	-0.2373209656039981		0.29721640227476803	0.8672875436554133
APOM	-0.23733009157757168		0.29721640227476803	0.8672875436554133
LOC642421	-0.23735159604360564		0.297166517010875	0.8672875436554133
SLC25A42	-0.23737537018581975		0.297166517010875	0.8672875436554133
RAB40C	-0.2373780180115166		0.297166517010875	0.8672875436554133
ISG20	-0.2374423609321356		0.297166517010875	0.8672875436554133
PIN1L	-0.23752004078894917		0.2970667464830889	0.8672875436554133
LOC400752	-0.23752323016408783		0.2970667464830889	0.8672875436554133
CHIT1	-0.23755710487550033		0.2969669759553028	0.8672875436554133
LPHN2	-0.2375645938850443		0.2969669759553028	0.8672875436554133
MUSTN1	-0.23756751051001818		0.2969669759553028	0.8672875436554133
PDCD7	-0.23761780034692057		0.29681732016362367	0.8672875436554133
LOC283575	-0.23762929788651097		0.29681732016362367	0.8672875436554133
HUMYZ82H07	-0.23775037386596776		0.29666766437194453	0.8672875436554133
SDHC	-0.23775226314041836		0.29666766437194453	0.8672875436554133
UNQ830	-0.237760806136531		0.2966177791080515	0.8672875436554133
TNFRSF4	-0.23777431677469016		0.2966177791080515	0.8672875436554133
LOC253264	-0.2377798649771776		0.2966177791080515	0.8672875436554133
GABBR2	-0.2377887235058218		0.29656789384415844	0.8672875436554133
C22ORF15	-0.2378018114345831		0.29656789384415844	0.8672875436554133
EPB42	-0.23780215538590616		0.29656789384415844	0.8672875436554133
RETNLB	-0.23788540375626963		0.2965180085802654	0.8672875436554133
ARHGAP17	-0.23789368305244546		0.2965180085802654	0.8672875436554133
APOB	-0.23795488636456436		0.29636835278858625	0.8672875436554133
PDZRN3	-0.23801935609351904		0.2962186969969071	0.8672875436554133
GPC4	-0.2380691880394068		0.296118926469121	0.8672875436554133
DRG2	-0.23809983760470388		0.296118926469121	0.8672875436554133
PPP2R2D	-0.23811390748602404		0.296118926469121	0.8672875436554133
C7ORF10	-0.23811446270430003		0.296118926469121	0.8672875436554133
MGC42174	-0.23815643166962297		0.2959692706774419	0.8672875436554133
GPR123	-0.23823563878374812		0.2958695001496558	0.8672320514695131
FASN	-0.23833912213086741		0.2955701885662975	0.8664814273179292
GRAP	-0.2384379458248073		0.2954205327746184	0.8661693725318121
CDC14A	-0.23844914706901701		0.2954205327746184	0.8661693725318121
MORN1	-0.23850524096065764		0.29527087698293925	0.8659839063643013
SLC22A2	-0.2385747495867093		0.2952209917190462	0.8659642961662277
C10ORF76	-0.23866414379688425		0.29497156539958097	0.8653592858188204
RGMA	-0.23870230268227155		0.2948717948717949	0.8651932084309133
PPBPL2	-0.23876045199165688		0.29462236855232965	0.8645879080661689
ABHD8	-0.2387677833078464		0.29462236855232965	0.8645879080661689
EFNA2	-0.2387727516001293		0.29462236855232965	0.8645879080661689
ZNF248	-0.23878978853133404		0.2945724832884366	0.8645879080661689
